epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1376.17,2.08613,2.31329,2.4472,0.69884,0.5642,0.62017,0.42892,2.35495,2.5561,2.6137,0.000323425,0.000323425,0.000323425
36,1415.1,2.07301,2.27946,2.43918,0.71724,0.57904,0.64883,0.44608,2.37238,2.44856,2.60669,0.000320673,0.000320673,0.000320673
37,1453.89,2.05617,2.25419,2.43874,0.71599,0.60607,0.65676,0.44805,2.3624,2.42161,2.6107,0.000317921,0.000317921,0.000317921
38,1492.85,2.05745,2.21334,2.42761,0.70235,0.60071,0.65114,0.44484,2.39817,2.41675,2.6202,0.000315169,0.000315169,0.000315169
39,1531.88,2.06811,2.2495,2.42667,0.72417,0.60554,0.6677,0.46084,2.36181,2.3989,2.60128,0.000312416,0.000312416,0.000312416
40,1570.86,2.03076,2.22089,2.43355,0.73167,0.58669,0.65431,0.44753,2.39198,2.43933,2.62572,0.000309664,0.000309664,0.000309664
41,1609.74,2.04098,2.17681,2.41927,0.71911,0.59784,0.66347,0.45285,2.36855,2.42269,2.61678,0.000306912,0.000306912,0.000306912
42,1648.71,2.04089,2.18516,2.41898,0.72658,0.59255,0.65829,0.45181,2.39826,2.40142,2.63032,0.00030416,0.00030416,0.00030416
43,1687.62,2.02486,2.13981,2.3941,0.73233,0.61037,0.6759,0.46953,2.36238,2.37888,2.61118,0.000301408,0.000301408,0.000301408
44,1726.47,2.00308,2.12854,2.39079,0.72159,0.60886,0.65953,0.45696,2.36685,2.43558,2.61606,0.000298655,0.000298655,0.000298655
45,1765.47,2.00147,2.11539,2.38354,0.73663,0.5827,0.66242,0.45715,2.36922,2.3917,2.62835,0.000295903,0.000295903,0.000295903
46,1804.35,2.00583,2.08923,2.38803,0.74017,0.60387,0.66986,0.45989,2.35758,2.38397,2.60826,0.000293151,0.000293151,0.000293151
47,1843.32,1.98665,2.07742,2.3775,0.71137,0.61032,0.66721,0.46119,2.34008,2.38406,2.60539,0.000290399,0.000290399,0.000290399
48,1882.17,1.99359,2.06392,2.37402,0.72416,0.62084,0.67958,0.47244,2.35717,2.33523,2.60999,0.000287647,0.000287647,0.000287647
49,1920.94,1.97407,2.05643,2.37334,0.7274,0.62016,0.67797,0.47269,2.36866,2.37086,2.6201,0.000284894,0.000284894,0.000284894
50,1959.92,1.96747,2.02876,2.3758,0.74037,0.60183,0.67281,0.46393,2.35239,2.36412,2.61301,0.000282142,0.000282142,0.000282142
51,1998.78,1.97197,2.0096,2.36098,0.72087,0.61198,0.67326,0.47172,2.3436,2.34958,2.604,0.00027939,0.00027939,0.00027939
52,2037.75,1.96017,1.96558,2.3439,0.75697,0.60931,0.68596,0.47687,2.35571,2.2963,2.60528,0.000276638,0.000276638,0.000276638
53,2076.59,1.94448,1.97039,2.3581,0.7337,0.60567,0.66855,0.46286,2.3417,2.34493,2.60158,0.000273886,0.000273886,0.000273886
54,2115.52,1.96125,1.95825,2.36122,0.74783,0.61699,0.6819,0.47129,2.33418,2.34847,2.60449,0.000271133,0.000271133,0.000271133
55,2154.29,1.94236,1.95549,2.34217,0.70464,0.63802,0.6767,0.46838,2.3283,2.32662,2.59653,0.000268381,0.000268381,0.000268381
56,2193.08,1.93479,1.93159,2.34397,0.7485,0.62883,0.68777,0.48542,2.31994,2.33435,2.58346,0.000265629,0.000265629,0.000265629
57,2232.09,1.93935,1.93835,2.32817,0.7364,0.62335,0.68453,0.48506,2.31968,2.26801,2.57863,0.000262877,0.000262877,0.000262877
58,2270.88,1.90603,1.92262,2.34415,0.73257,0.60527,0.68429,0.47355,2.3132,2.33125,2.57434,0.000260125,0.000260125,0.000260125
59,2309.81,1.92923,1.92416,2.33222,0.71859,0.61462,0.68577,0.47199,2.33549,2.31121,2.58231,0.000257372,0.000257372,0.000257372
60,2348.67,1.91646,1.92724,2.33684,0.73504,0.62184,0.68366,0.47813,2.34285,2.28975,2.59236,0.00025462,0.00025462,0.00025462
61,2387.58,1.91512,1.87635,2.33093,0.76118,0.60716,0.68479,0.48108,2.32822,2.33488,2.58391,0.000251868,0.000251868,0.000251868
62,2426.66,1.91916,1.87492,2.32082,0.75359,0.61952,0.68642,0.47919,2.32082,2.29852,2.58388,0.000249116,0.000249116,0.000249116
63,2465.61,1.88421,1.83146,2.31637,0.75185,0.61736,0.69242,0.48552,2.32501,2.2732,2.58758,0.000246364,0.000246364,0.000246364
64,2504.68,1.90497,1.83245,2.30495,0.73908,0.64242,0.69504,0.49042,2.32566,2.26386,2.57589,0.000243611,0.000243611,0.000243611
65,2543.56,1.89365,1.8415,2.32131,0.74777,0.63196,0.69508,0.49199,2.31478,2.2652,2.56649,0.000240859,0.000240859,0.000240859
66,2582.4,1.88369,1.81346,2.31383,0.73912,0.63451,0.69409,0.49295,2.31474,2.28865,2.5776,0.000238107,0.000238107,0.000238107
67,2621.38,1.87447,1.82655,2.30421,0.77801,0.61649,0.69787,0.48775,2.32425,2.27585,2.59239,0.000235355,0.000235355,0.000235355
68,2660.22,1.86039,1.78779,2.29212,0.74933,0.64206,0.69658,0.49099,2.32795,2.24657,2.58652,0.000232603,0.000232603,0.000232603
69,2699.09,1.8548,1.79872,2.29395,0.74718,0.63197,0.69416,0.48884,2.345,2.33048,2.617,0.00022985,0.00022985,0.00022985
70,2737.99,1.847,1.77236,2.28046,0.74824,0.63598,0.69804,0.49315,2.32959,2.30824,2.61625,0.000227098,0.000227098,0.000227098
71,2776.88,1.86963,1.77625,2.28735,0.77678,0.62397,0.70146,0.49461,2.3435,2.28933,2.61702,0.000224346,0.000224346,0.000224346
72,2815.83,1.8483,1.72588,2.28239,0.78462,0.62693,0.70438,0.49841,2.32715,2.25951,2.59738,0.000221594,0.000221594,0.000221594
73,2854.64,1.83867,1.74904,2.28788,0.75221,0.64757,0.70344,0.49597,2.33185,2.28884,2.61054,0.000218842,0.000218842,0.000218842
74,2893.53,1.85268,1.74602,2.28021,0.74301,0.6402,0.69421,0.49526,2.31823,2.27962,2.57242,0.000216089,0.000216089,0.000216089
75,2932.42,1.83765,1.71821,2.27018,0.76939,0.62452,0.70156,0.4941,2.33347,2.2805,2.58631,0.000213337,0.000213337,0.000213337
76,2971.39,1.84102,1.71138,2.25451,0.7666,0.63126,0.69805,0.49164,2.34662,2.30999,2.61817,0.000210585,0.000210585,0.000210585
77,3010.16,1.80671,1.70597,2.27021,0.76047,0.64406,0.70396,0.49571,2.32454,2.25689,2.58878,0.000207833,0.000207833,0.000207833
78,3048.94,1.81154,1.67905,2.25804,0.7524,0.62654,0.69447,0.49215,2.31322,2.26705,2.58122,0.000205081,0.000205081,0.000205081
79,3087.86,1.81399,1.66618,2.26126,0.7783,0.62808,0.70001,0.50433,2.30995,2.22879,2.56759,0.000202328,0.000202328,0.000202328
80,3126.64,1.7948,1.68472,2.2573,0.74907,0.64078,0.70148,0.49654,2.31025,2.27741,2.58259,0.000199576,0.000199576,0.000199576
81,3165.43,1.81416,1.66791,2.25175,0.7568,0.63925,0.70471,0.50096,2.29592,2.25129,2.56763,0.000196824,0.000196824,0.000196824
82,3204.17,1.78414,1.66929,2.24608,0.75582,0.64275,0.70247,0.49634,2.30974,2.2861,2.58293,0.000194072,0.000194072,0.000194072
83,3242.86,1.78338,1.6464,2.25179,0.78443,0.63669,0.70293,0.49898,2.31885,2.27575,2.59311,0.00019132,0.00019132,0.00019132
84,3281.71,1.79842,1.65438,2.23462,0.78313,0.63803,0.70789,0.49813,2.3292,2.22827,2.60831,0.000188567,0.000188567,0.000188567
85,3320.44,1.78654,1.63688,2.2434,0.77639,0.63702,0.70967,0.49935,2.3412,2.2959,2.60244,0.000185815,0.000185815,0.000185815
86,3359.25,1.79368,1.63537,2.23905,0.766,0.63924,0.70784,0.50378,2.32887,2.22366,2.6008,0.000183063,0.000183063,0.000183063
87,3397.98,1.76979,1.62313,2.23408,0.75475,0.62879,0.69779,0.49339,2.34816,2.28422,2.62254,0.000180311,0.000180311,0.000180311
88,3436.75,1.77746,1.62225,2.23942,0.78497,0.62759,0.70271,0.49218,2.35141,2.25527,2.6197,0.000177559,0.000177559,0.000177559
89,3475.41,1.77005,1.61438,2.24096,0.74769,0.64868,0.70876,0.50148,2.33353,2.25497,2.61118,0.000174806,0.000174806,0.000174806
90,3514.11,1.74787,1.59381,2.2259,0.78298,0.63081,0.70739,0.50171,2.32123,2.24944,2.58815,0.000172054,0.000172054,0.000172054
91,3552.92,1.74441,1.57357,2.22056,0.75712,0.64534,0.70797,0.50153,2.32213,2.24712,2.58744,0.000169302,0.000169302,0.000169302
92,3591.61,1.74217,1.55321,2.22114,0.78819,0.6396,0.70806,0.50219,2.32133,2.25171,2.59602,0.00016655,0.00016655,0.00016655
93,3630.4,1.74295,1.58448,2.2229,0.77295,0.64345,0.70798,0.50188,2.31237,2.24788,2.59655,0.000163798,0.000163798,0.000163798
94,3669.12,1.73108,1.56818,2.21756,0.77102,0.6341,0.70418,0.49773,2.29979,2.28318,2.59602,0.000161045,0.000161045,0.000161045
95,3707.85,1.7336,1.5635,2.21119,0.782,0.62413,0.69911,0.49131,2.31939,2.28019,2.60324,0.000158293,0.000158293,0.000158293
96,3746.65,1.71448,1.53444,2.20183,0.75581,0.65281,0.70803,0.49928,2.31569,2.25164,2.58756,0.000155541,0.000155541,0.000155541
97,3785.36,1.72106,1.56033,2.20868,0.74327,0.65513,0.70906,0.50092,2.31615,2.26986,2.60528,0.000152789,0.000152789,0.000152789
98,3824.17,1.72261,1.53471,2.20525,0.76484,0.63353,0.70641,0.50009,2.32053,2.27102,2.59475,0.000150037,0.000150037,0.000150037
99,3862.93,1.70782,1.51569,2.1978,0.77216,0.631,0.70513,0.5013,2.31075,2.30654,2.6001,0.000147284,0.000147284,0.000147284
100,3901.74,1.71634,1.51494,2.19238,0.77652,0.63909,0.70582,0.50221,2.31518,2.2808,2.59152,0.000144532,0.000144532,0.000144532
101,3940.44,1.70447,1.50419,2.20468,0.80201,0.61629,0.70419,0.49809,2.32384,2.27262,2.61607,0.00014178,0.00014178,0.00014178
102,3979.1,1.69449,1.49564,2.18334,0.7999,0.62721,0.71092,0.5029,2.31533,2.30366,2.59575,0.000139028,0.000139028,0.000139028
103,4018,1.69901,1.50132,2.18714,0.77918,0.6417,0.71159,0.50419,2.29502,2.2796,2.57492,0.000136276,0.000136276,0.000136276
104,4056.81,1.69049,1.47227,2.18129,0.76618,0.63561,0.70412,0.50104,2.29857,2.29182,2.59449,0.000133523,0.000133523,0.000133523
105,4095.7,1.70736,1.49061,2.18713,0.76052,0.63579,0.70242,0.4975,2.3303,2.30427,2.60446,0.000130771,0.000130771,0.000130771
106,4134.49,1.68623,1.49091,2.18274,0.77507,0.63822,0.70607,0.50309,2.32018,2.28825,2.59161,0.000128019,0.000128019,0.000128019
107,4173.32,1.69269,1.46025,2.17155,0.7686,0.63982,0.70616,0.50952,2.30469,2.27797,2.58271,0.000125267,0.000125267,0.000125267
108,4212.25,1.68196,1.46209,2.17447,0.78663,0.6217,0.70704,0.50806,2.29589,2.27247,2.58396,0.000122515,0.000122515,0.000122515
109,4251.16,1.66462,1.46108,2.1699,0.79072,0.63034,0.7091,0.50449,2.31552,2.27046,2.60322,0.000119762,0.000119762,0.000119762
110,4290.16,1.68019,1.4586,2.18062,0.79145,0.63323,0.70562,0.50149,2.33593,2.30104,2.61849,0.00011701,0.00011701,0.00011701
111,4329.06,1.6587,1.4303,2.16991,0.75045,0.6513,0.70438,0.49984,2.34172,2.28404,2.613,0.000114258,0.000114258,0.000114258
112,4368.04,1.65808,1.43406,2.1728,0.76924,0.63603,0.70754,0.49922,2.33178,2.31273,2.61498,0.000111506,0.000111506,0.000111506
113,4406.94,1.65595,1.42747,2.16268,0.77095,0.62871,0.70222,0.4969,2.33126,2.32303,2.60355,0.000108754,0.000108754,0.000108754
114,4445.77,1.64389,1.41854,2.16106,0.74269,0.64963,0.70351,0.50071,2.3354,2.31819,2.61415,0.000106001,0.000106001,0.000106001
115,4484.65,1.63848,1.40422,2.15572,0.75614,0.65419,0.70777,0.50051,2.33479,2.30658,2.61731,0.000103249,0.000103249,0.000103249
116,4523.5,1.65394,1.40247,2.16371,0.7609,0.63647,0.70299,0.50069,2.33273,2.30843,2.62327,0.000100497,0.000100497,0.000100497
117,4562.35,1.64297,1.40695,2.15724,0.76377,0.6402,0.70681,0.5015,2.31529,2.30064,2.61589,9.77448e-05,9.77448e-05,9.77448e-05
118,4601.16,1.63007,1.40348,2.15323,0.79781,0.61997,0.70702,0.50528,2.31518,2.3295,2.61751,9.49926e-05,9.49926e-05,9.49926e-05
119,4639.99,1.61712,1.37909,2.14102,0.75514,0.65255,0.71109,0.50368,2.31037,2.30063,2.61169,9.22404e-05,9.22404e-05,9.22404e-05
120,4678.73,1.62207,1.3911,2.15003,0.76164,0.64458,0.7071,0.50539,2.3129,2.31062,2.60859,8.94882e-05,8.94882e-05,8.94882e-05
121,4717.48,1.63341,1.37706,2.15076,0.77906,0.6255,0.70207,0.50235,2.31427,2.32727,2.6095,8.6736e-05,8.6736e-05,8.6736e-05
122,4756.24,1.59615,1.37268,2.13858,0.80535,0.62285,0.70606,0.50404,2.31274,2.31632,2.60558,8.39838e-05,8.39838e-05,8.39838e-05
123,4794.94,1.61122,1.38427,2.15036,0.82354,0.60416,0.70578,0.50577,2.31689,2.32679,2.61033,8.12316e-05,8.12316e-05,8.12316e-05
124,4833.82,1.63656,1.38172,2.13744,0.82024,0.59842,0.70623,0.50291,2.32304,2.33187,2.60886,7.84794e-05,7.84794e-05,7.84794e-05
125,4872.59,1.61537,1.35766,2.12716,0.80807,0.61736,0.70744,0.50308,2.31399,2.33314,2.60258,7.57272e-05,7.57272e-05,7.57272e-05
126,4911.41,1.62132,1.35403,2.13333,0.80923,0.63057,0.71464,0.50782,2.31778,2.32506,2.61359,7.2975e-05,7.2975e-05,7.2975e-05
127,4950.17,1.58432,1.3446,2.12126,0.80238,0.62175,0.71088,0.50511,2.33277,2.33288,2.6247,7.02228e-05,7.02228e-05,7.02228e-05
128,4988.95,1.59679,1.34641,2.11936,0.80945,0.61074,0.70659,0.5026,2.32663,2.34126,2.62403,6.74706e-05,6.74706e-05,6.74706e-05
129,5027.79,1.58134,1.33714,2.12466,0.80427,0.61931,0.70906,0.5063,2.32329,2.34421,2.62037,6.47184e-05,6.47184e-05,6.47184e-05
130,5066.55,1.56367,1.33406,2.12466,0.78738,0.63761,0.71335,0.50943,2.32097,2.31894,2.61434,6.19662e-05,6.19662e-05,6.19662e-05
131,5105.48,1.58212,1.32034,2.12045,0.78395,0.64137,0.71519,0.50905,2.31951,2.31908,2.61006,5.9214e-05,5.9214e-05,5.9214e-05
132,5144.24,1.56271,1.31182,2.11973,0.81468,0.62382,0.71375,0.5094,2.31977,2.32458,2.61393,5.64618e-05,5.64618e-05,5.64618e-05
133,5183.17,1.57821,1.3166,2.11881,0.7803,0.63507,0.71175,0.50779,2.32782,2.3309,2.62047,5.37096e-05,5.37096e-05,5.37096e-05
134,5221.87,1.57681,1.32494,2.12482,0.78702,0.6278,0.70712,0.50827,2.31618,2.33348,2.61549,5.09574e-05,5.09574e-05,5.09574e-05
135,5260.61,1.53982,1.31141,2.10759,0.81549,0.61611,0.71201,0.51105,2.30875,2.33292,2.61713,4.82052e-05,4.82052e-05,4.82052e-05
136,5299.41,1.55571,1.32205,2.12645,0.80688,0.62765,0.71448,0.51116,2.31241,2.32882,2.61779,4.5453e-05,4.5453e-05,4.5453e-05
137,5338.22,1.56564,1.30693,2.10722,0.80363,0.625,0.71253,0.5104,2.31412,2.33753,2.61674,4.27008e-05,4.27008e-05,4.27008e-05
138,5377.06,1.55206,1.28645,2.1112,0.80571,0.62235,0.70783,0.50456,2.32403,2.34805,2.6258,3.99486e-05,3.99486e-05,3.99486e-05
139,5415.76,1.54822,1.29189,2.10895,0.78256,0.63714,0.70645,0.50474,2.32077,2.34843,2.62626,3.71964e-05,3.71964e-05,3.71964e-05
140,5454.54,1.53101,1.29096,2.10233,0.79034,0.63086,0.70517,0.50453,2.3229,2.35127,2.62593,3.44442e-05,3.44442e-05,3.44442e-05
141,5492.94,1.42675,0.95069,1.99959,0.79356,0.62596,0.70418,0.49801,2.34517,2.34402,2.64598,3.1692e-05,3.1692e-05,3.1692e-05
142,5531.15,1.37651,0.88497,1.96201,0.76818,0.62365,0.6992,0.49365,2.34885,2.35954,2.6525,2.89398e-05,2.89398e-05,2.89398e-05
143,5569.27,1.36844,0.86941,1.95799,0.78031,0.61897,0.69764,0.49359,2.34932,2.37695,2.65547,2.61876e-05,2.61876e-05,2.61876e-05
144,5607.37,1.36727,0.86452,1.97154,0.79497,0.61729,0.69772,0.49441,2.3517,2.36399,2.66328,2.34354e-05,2.34354e-05,2.34354e-05
145,5645.56,1.35228,0.84347,1.95595,0.77905,0.63029,0.69956,0.49728,2.34419,2.37254,2.65972,2.06832e-05,2.06832e-05,2.06832e-05
146,5683.67,1.34106,0.83538,1.94152,0.785,0.62612,0.69818,0.49731,2.34384,2.38821,2.6574,1.7931e-05,1.7931e-05,1.7931e-05
147,5721.93,1.34693,0.84442,1.94602,0.80885,0.61728,0.69922,0.49695,2.34426,2.3946,2.65741,1.51788e-05,1.51788e-05,1.51788e-05
148,5760.02,1.34265,0.83001,1.95333,0.79564,0.61907,0.69908,0.49701,2.34705,2.39483,2.65863,1.24266e-05,1.24266e-05,1.24266e-05
149,5798.04,1.33069,0.83448,1.94483,0.79611,0.61879,0.69772,0.49598,2.34768,2.40358,2.65936,9.6744e-06,9.6744e-06,9.6744e-06
150,5836.15,1.32872,0.8302,1.94928,0.79668,0.61698,0.69792,0.49495,2.34474,2.41157,2.65914,6.9222e-06,6.9222e-06,6.9222e-06
